item_id,field,locale,global_text,current_text,translated_text,status
fa6178df-dc7c-4c34-a2cc-fe8e9299244f,prompt,it,Add the objects:,Somma gli oggetti:,Aggiungi gli oggetti:,mismatch
fa6178df-dc7c-4c34-a2cc-fe8e9299244f,prompt,ko,Add the objects:,물체를 더해보세요:,개체를 추가합니다.,mismatch
fa6178df-dc7c-4c34-a2cc-fe8e9299244f,prompt,id,Add the objects:,Tambahkan objeknya:,Tambahkan objek:,mismatch
fa6178df-dc7c-4c34-a2cc-fe8e9299244f,answer,ko,10,십,10,mismatch
fa6178df-dc7c-4c34-a2cc-fe8e9299244f,prompt,et,Add the objects:,Liida objektid:,Lisage objektid:,mismatch
fa6178df-dc7c-4c34-a2cc-fe8e9299244f,answer,ja,10,十,10,mismatch
fa6178df-dc7c-4c34-a2cc-fe8e9299244f,prompt,hu,Add the objects:,Add össze a tárgyakat:,Adja hozzá az objektumokat:,mismatch
fa6178df-dc7c-4c34-a2cc-fe8e9299244f,prompt,lt,Add the objects:,Sudėkite objektus:,Pridėkite objektus:,mismatch
fa6178df-dc7c-4c34-a2cc-fe8e9299244f,prompt,pt,Add the objects:,Some os objetos:,Adicione os objetos:,mismatch
fa6178df-dc7c-4c34-a2cc-fe8e9299244f,prompt,nl,Add the objects:,Tel de objecten op:,Voeg de objecten toe:,mismatch
fa6178df-dc7c-4c34-a2cc-fe8e9299244f,prompt,lv,Add the objects:,Saskaitiet objektus:,Pievienojiet objektus:,mismatch
fa6178df-dc7c-4c34-a2cc-fe8e9299244f,prompt,ro,Add the objects:,Adună obiectele:,Adăugați obiectele:,mismatch
fa6178df-dc7c-4c34-a2cc-fe8e9299244f,prompt,sk,Add the objects:,Sčítajte objekty:,Pridajte objekty:,mismatch
fa6178df-dc7c-4c34-a2cc-fe8e9299244f,prompt,sv,Add the objects:,Addera objekten:,Lägg till objekten:,mismatch
fa6178df-dc7c-4c34-a2cc-fe8e9299244f,prompt,tl,Add the objects:,Pagsamahin ang mga bagay:,Idagdag ang mga bagay:,mismatch
fa6178df-dc7c-4c34-a2cc-fe8e9299244f,prompt,tr,Add the objects:,Nesneleri topla:,Nesneleri ekleyin:,mismatch
fa6178df-dc7c-4c34-a2cc-fe8e9299244f,prompt,uk,Add the objects:,Додай об'єкти:,Додайте об'єкти:,mismatch
22955d5a-8931-4f7d-a5b5-fe8cb9bf4224,prompt,ar,Add the objects:,اجمع الأشياء:,إضافة الكائنات:,mismatch
22955d5a-8931-4f7d-a5b5-fe8cb9bf4224,prompt,cs,Add the objects:,Sečtěte objekty:,Přidejte objekty:,mismatch
22955d5a-8931-4f7d-a5b5-fe8cb9bf4224,prompt,bg,Add the objects:,Съберете обектите:,Добавете обектите:,mismatch
22955d5a-8931-4f7d-a5b5-fe8cb9bf4224,prompt,da,Add the objects:,Læg objekterne sammen:,Tilføj objekterne:,mismatch
22955d5a-8931-4f7d-a5b5-fe8cb9bf4224,answer,ar,5,٥,5,mismatch
fa6178df-dc7c-4c34-a2cc-fe8e9299244f,prompt,vi,Add the objects:,Cộng các đối tượng:,Thêm các đối tượng:,mismatch
fa6178df-dc7c-4c34-a2cc-fe8e9299244f,prompt,ja,Add the objects:,オブジェクトを足してください：,オブジェクトを追加します。,mismatch
22955d5a-8931-4f7d-a5b5-fe8cb9bf4224,prompt,es,Add the objects:,Suma los objetos:,Añade los objetos:,mismatch
22955d5a-8931-4f7d-a5b5-fe8cb9bf4224,prompt,et,Add the objects:,Liida objektid:,Lisage objektid:,mismatch
22955d5a-8931-4f7d-a5b5-fe8cb9bf4224,prompt,fi,Add the objects:,Laske objektit yhteen:,Lisää objektit:,mismatch
22955d5a-8931-4f7d-a5b5-fe8cb9bf4224,prompt,fr,Add the objects:,Additionne les objets :,Ajoutez les objets :,mismatch
22955d5a-8931-4f7d-a5b5-fe8cb9bf4224,prompt,hi,Add the objects:,वस्तुओं को जोड़ें:,ऑब्जेक्ट जोड़ें:,mismatch
22955d5a-8931-4f7d-a5b5-fe8cb9bf4224,prompt,hr,Add the objects:,Zbroji objekte:,Dodajte objekte:,mismatch
22955d5a-8931-4f7d-a5b5-fe8cb9bf4224,answer,hi,5,५,5,mismatch
22955d5a-8931-4f7d-a5b5-fe8cb9bf4224,prompt,id,Add the objects:,Tambahkan objeknya:,Tambahkan objek:,mismatch
22955d5a-8931-4f7d-a5b5-fe8cb9bf4224,prompt,hu,Add the objects:,Add össze a tárgyakat:,Adja hozzá az objektumokat:,mismatch
22955d5a-8931-4f7d-a5b5-fe8cb9bf4224,answer,ja,5,五,5,mismatch
22955d5a-8931-4f7d-a5b5-fe8cb9bf4224,prompt,it,Add the objects:,Somma gli oggetti:,Aggiungi gli oggetti:,mismatch
22955d5a-8931-4f7d-a5b5-fe8cb9bf4224,prompt,de,Add the objects:,Addiere die Objekte:,Fügen Sie die Objekte hinzu:,mismatch
22955d5a-8931-4f7d-a5b5-fe8cb9bf4224,prompt,ko,Add the objects:,물체를 더해보세요:,개체를 추가합니다.,mismatch
22955d5a-8931-4f7d-a5b5-fe8cb9bf4224,answer,ko,5,오,5,mismatch
22955d5a-8931-4f7d-a5b5-fe8cb9bf4224,prompt,lv,Add the objects:,Saskaitiet objektus:,Pievienojiet objektus:,mismatch
22955d5a-8931-4f7d-a5b5-fe8cb9bf4224,prompt,ja,Add the objects:,オブジェクトを足してください：,オブジェクトを追加します。,mismatch
22955d5a-8931-4f7d-a5b5-fe8cb9bf4224,prompt,nl,Add the objects:,Tel de objecten op:,Voeg de objecten toe:,mismatch
22955d5a-8931-4f7d-a5b5-fe8cb9bf4224,prompt,lt,Add the objects:,Sudėkite objektus:,Pridėkite objektus:,mismatch
22955d5a-8931-4f7d-a5b5-fe8cb9bf4224,prompt,pt,Add the objects:,Some os objetos:,Adicione os objetos:,mismatch
22955d5a-8931-4f7d-a5b5-fe8cb9bf4224,prompt,sk,Add the objects:,Sčítajte objekty:,Pridajte objekty:,mismatch
22955d5a-8931-4f7d-a5b5-fe8cb9bf4224,prompt,ro,Add the objects:,Adună obiectele:,Adăugați obiectele:,mismatch
22955d5a-8931-4f7d-a5b5-fe8cb9bf4224,prompt,sv,Add the objects:,Addera objekten:,Lägg till objekten:,mismatch
22955d5a-8931-4f7d-a5b5-fe8cb9bf4224,prompt,tl,Add the objects:,Pagsamahin ang mga bagay:,Idagdag ang mga bagay:,mismatch
22955d5a-8931-4f7d-a5b5-fe8cb9bf4224,prompt,tr,Add the objects:,Nesneleri topla:,Nesneleri ekleyin:,mismatch
c366a6e0-80ad-466e-832b-fd5d2a991ab6,prompt,ar,Add the objects:,اجمع الأشياء:,إضافة الكائنات:,mismatch
22955d5a-8931-4f7d-a5b5-fe8cb9bf4224,prompt,vi,Add the objects:,Cộng các đối tượng:,Thêm các đối tượng:,mismatch
c366a6e0-80ad-466e-832b-fd5d2a991ab6,prompt,bg,Add the objects:,Съберете обектите:,Добавете обектите:,mismatch
c366a6e0-80ad-466e-832b-fd5d2a991ab6,answer,ar,3,٣,3,mismatch
c366a6e0-80ad-466e-832b-fd5d2a991ab6,prompt,da,Add the objects:,Læg objekterne sammen:,Tilføj objekterne:,mismatch
c366a6e0-80ad-466e-832b-fd5d2a991ab6,prompt,de,Add the objects:,Addiere die Objekte:,Fügen Sie die Objekte hinzu:,mismatch
22955d5a-8931-4f7d-a5b5-fe8cb9bf4224,prompt,uk,Add the objects:,Додай об'єкти:,Додайте об'єкти:,mismatch
c366a6e0-80ad-466e-832b-fd5d2a991ab6,prompt,et,Add the objects:,Liida objektid:,Lisage objektid:,mismatch
c366a6e0-80ad-466e-832b-fd5d2a991ab6,prompt,fr,Add the objects:,Additionne les objets :,Ajoutez les objets :,mismatch
c366a6e0-80ad-466e-832b-fd5d2a991ab6,prompt,hi,Add the objects:,वस्तुओं को जोड़ें:,ऑब्जेक्ट जोड़ें:,mismatch
c366a6e0-80ad-466e-832b-fd5d2a991ab6,prompt,cs,Add the objects:,Sečtěte objekty:,Přidejte objekty:,mismatch
c366a6e0-80ad-466e-832b-fd5d2a991ab6,answer,hi,3,३,3,mismatch
c366a6e0-80ad-466e-832b-fd5d2a991ab6,prompt,hr,Add the objects:,Zbroji objekte:,Dodajte objekte:,mismatch
c366a6e0-80ad-466e-832b-fd5d2a991ab6,prompt,it,Add the objects:,Somma gli oggetti:,Aggiungi gli oggetti:,mismatch
c366a6e0-80ad-466e-832b-fd5d2a991ab6,prompt,id,Add the objects:,Tambahkan objeknya:,Tambahkan objek:,mismatch
c366a6e0-80ad-466e-832b-fd5d2a991ab6,answer,ko,3,삼,3,mismatch
c366a6e0-80ad-466e-832b-fd5d2a991ab6,prompt,ja,Add the objects:,オブジェクトを足してください：,オブジェクトを追加します。,mismatch
c366a6e0-80ad-466e-832b-fd5d2a991ab6,answer,ja,3,三,3,mismatch
c366a6e0-80ad-466e-832b-fd5d2a991ab6,prompt,ko,Add the objects:,물체를 더해보세요:,개체를 추가합니다.,mismatch
c366a6e0-80ad-466e-832b-fd5d2a991ab6,prompt,lv,Add the objects:,Saskaitiet objektus:,Pievienojiet objektus:,mismatch
c366a6e0-80ad-466e-832b-fd5d2a991ab6,prompt,hu,Add the objects:,Add össze a tárgyakat:,Adja hozzá az objektumokat:,mismatch
c366a6e0-80ad-466e-832b-fd5d2a991ab6,prompt,lt,Add the objects:,Sudėkite objektus:,Pridėkite objektus:,mismatch
c366a6e0-80ad-466e-832b-fd5d2a991ab6,prompt,es,Add the objects:,Suma los objetos:,Añade los objetos:,mismatch
c366a6e0-80ad-466e-832b-fd5d2a991ab6,prompt,pt,Add the objects:,Some os objetos:,Adicione os objetos:,mismatch
c366a6e0-80ad-466e-832b-fd5d2a991ab6,prompt,ro,Add the objects:,Adună obiectele:,Adăugați obiectele:,mismatch
c366a6e0-80ad-466e-832b-fd5d2a991ab6,prompt,sk,Add the objects:,Sčítajte objekty:,Pridajte objekty:,mismatch
c366a6e0-80ad-466e-832b-fd5d2a991ab6,prompt,sv,Add the objects:,Addera objekten:,Lägg till objekten:,mismatch
c366a6e0-80ad-466e-832b-fd5d2a991ab6,prompt,tr,Add the objects:,Nesneleri topla:,Nesneleri ekleyin:,mismatch
c366a6e0-80ad-466e-832b-fd5d2a991ab6,prompt,fi,Add the objects:,Laske objektit yhteen:,Lisää objektit:,mismatch
c366a6e0-80ad-466e-832b-fd5d2a991ab6,prompt,vi,Add the objects:,Cộng các đối tượng:,Thêm các đối tượng:,mismatch
c366a6e0-80ad-466e-832b-fd5d2a991ab6,prompt,tl,Add the objects:,Pagsamahin ang mga bagay:,Idagdag ang mga bagay:,mismatch
bdae5675-af4f-4272-828c-f239289b69fb,answer,ar,1,١,1,mismatch
c366a6e0-80ad-466e-832b-fd5d2a991ab6,prompt,nl,Add the objects:,Tel de objecten op:,Voeg de objecten toe:,mismatch
c366a6e0-80ad-466e-832b-fd5d2a991ab6,prompt,uk,Add the objects:,Додай об'єкти:,Додайте об'єкти:,mismatch
bdae5675-af4f-4272-828c-f239289b69fb,prompt,ar,Subtract the objects:,اطرح الأشياء:,اطرح الكائنات:,mismatch
bdae5675-af4f-4272-828c-f239289b69fb,prompt,et,Subtract the objects:,Lahuta objektid:,Lahutage objektid:,mismatch
bdae5675-af4f-4272-828c-f239289b69fb,answer,hi,1,१,1,mismatch
bdae5675-af4f-4272-828c-f239289b69fb,prompt,fr,Subtract the objects:,Soustrais les objets :,Soustrayez les objets :,mismatch
bdae5675-af4f-4272-828c-f239289b69fb,prompt,hi,Subtract the objects:,वस्तुओं को घटाएं:,वस्तुओं को घटाएँ:,mismatch
bdae5675-af4f-4272-828c-f239289b69fb,answer,ja,1,一,1,mismatch
bdae5675-af4f-4272-828c-f239289b69fb,answer,ko,1,일,1,mismatch
bdae5675-af4f-4272-828c-f239289b69fb,prompt,ga,Subtract the objects:,Subtract the objects:,Dealaigh na réada:,mismatch
bdae5675-af4f-4272-828c-f239289b69fb,prompt,ko,Subtract the objects:,물체를 빼보세요:,개체 빼기:,mismatch
bdae5675-af4f-4272-828c-f239289b69fb,prompt,hu,Subtract the objects:,Vond ki a tárgyakat:,Vonjuk ki az objektumokat:,mismatch
bdae5675-af4f-4272-828c-f239289b69fb,prompt,hr,Subtract the objects:,Oduzmi objekte:,Oduzmite objekte:,mismatch
bdae5675-af4f-4272-828c-f239289b69fb,prompt,ja,Subtract the objects:,オブジェクトを引いてください：,オブジェクトを減算します。,mismatch
bdae5675-af4f-4272-828c-f239289b69fb,prompt,mt,Subtract the objects:,Subtract the objects:,Naqqas l-oġġetti:,mismatch
bdae5675-af4f-4272-828c-f239289b69fb,prompt,sl,Subtract the objects:,Subtract the objects:,Odštejte predmete:,mismatch
bdae5675-af4f-4272-828c-f239289b69fb,prompt,ro,Subtract the objects:,Scade obiectele:,Scădeți obiectele:,mismatch
bdae5675-af4f-4272-828c-f239289b69fb,prompt,it,Subtract the objects:,Sottrai gli oggetti:,Sottrarre gli oggetti:,mismatch
f6805f32-cebf-4d60-b7d5-e1bab2c7c7b2,prompt,ar,Subtract the objects:,اطرح الأشياء:,اطرح الكائنات:,mismatch
bdae5675-af4f-4272-828c-f239289b69fb,prompt,sk,Subtract the objects:,Odčítajte objekty:,Odčítajte predmety:,mismatch
f6805f32-cebf-4d60-b7d5-e1bab2c7c7b2,answer,ar,2,٢,2,mismatch
f6805f32-cebf-4d60-b7d5-e1bab2c7c7b2,prompt,et,Subtract the objects:,Lahuta objektid:,Lahutage objektid:,mismatch
f6805f32-cebf-4d60-b7d5-e1bab2c7c7b2,prompt,fr,Subtract the objects:,Soustrais les objets :,Soustrayez les objets :,mismatch
bdae5675-af4f-4272-828c-f239289b69fb,prompt,tr,Subtract the objects:,Nesneleri çıkar:,Nesneleri çıkarın:,mismatch
f6805f32-cebf-4d60-b7d5-e1bab2c7c7b2,prompt,ga,Subtract the objects:,Subtract the objects:,Dealaigh na réada:,mismatch
f6805f32-cebf-4d60-b7d5-e1bab2c7c7b2,answer,hi,2,२,2,mismatch
f6805f32-cebf-4d60-b7d5-e1bab2c7c7b2,prompt,hi,Subtract the objects:,वस्तुओं को घटाएं:,वस्तुओं को घटाएँ:,mismatch
f6805f32-cebf-4d60-b7d5-e1bab2c7c7b2,prompt,hu,Subtract the objects:,Vond ki a tárgyakat:,Vonjuk ki az objektumokat:,mismatch
f6805f32-cebf-4d60-b7d5-e1bab2c7c7b2,answer,ja,2,二,2,mismatch
f6805f32-cebf-4d60-b7d5-e1bab2c7c7b2,prompt,ja,Subtract the objects:,オブジェクトを引いてください：,オブジェクトを減算します。,mismatch
f6805f32-cebf-4d60-b7d5-e1bab2c7c7b2,answer,ko,2,이,2,mismatch
bdae5675-af4f-4272-828c-f239289b69fb,prompt,uk,Subtract the objects:,Відніми об'єкти:,Відніміть предмети:,mismatch
f6805f32-cebf-4d60-b7d5-e1bab2c7c7b2,prompt,ko,Subtract the objects:,물체를 빼보세요:,개체 빼기:,mismatch
f6805f32-cebf-4d60-b7d5-e1bab2c7c7b2,prompt,mt,Subtract the objects:,Subtract the objects:,Naqqas l-oġġetti:,mismatch
f6805f32-cebf-4d60-b7d5-e1bab2c7c7b2,prompt,hr,Subtract the objects:,Oduzmi objekte:,Oduzmite objekte:,mismatch
f6805f32-cebf-4d60-b7d5-e1bab2c7c7b2,prompt,it,Subtract the objects:,Sottrai gli oggetti:,Sottrarre gli oggetti:,mismatch
f6805f32-cebf-4d60-b7d5-e1bab2c7c7b2,prompt,sl,Subtract the objects:,Subtract the objects:,Odštejte predmete:,mismatch
f6805f32-cebf-4d60-b7d5-e1bab2c7c7b2,prompt,sk,Subtract the objects:,Odčítajte objekty:,Odčítajte predmety:,mismatch
f6805f32-cebf-4d60-b7d5-e1bab2c7c7b2,prompt,tr,Subtract the objects:,Nesneleri çıkar:,Nesneleri çıkarın:,mismatch
f6805f32-cebf-4d60-b7d5-e1bab2c7c7b2,prompt,uk,Subtract the objects:,Відніми об'єкти:,Відніміть предмети:,mismatch
e8460b32-b969-418e-aa70-283ae48e6634,prompt,ar,Subtract the objects:,اطرح الأشياء:,اطرح الكائنات:,mismatch
e8460b32-b969-418e-aa70-283ae48e6634,answer,ar,3,٣,3,mismatch
f6805f32-cebf-4d60-b7d5-e1bab2c7c7b2,prompt,ro,Subtract the objects:,Scade obiectele:,Scădeți obiectele:,mismatch
e8460b32-b969-418e-aa70-283ae48e6634,prompt,et,Subtract the objects:,Lahuta objektid:,Lahutage objektid:,mismatch
e8460b32-b969-418e-aa70-283ae48e6634,prompt,ga,Subtract the objects:,Subtract the objects:,Dealaigh na réada:,mismatch
e8460b32-b969-418e-aa70-283ae48e6634,prompt,fr,Subtract the objects:,Soustrais les objets :,Soustrayez les objets :,mismatch
e8460b32-b969-418e-aa70-283ae48e6634,prompt,it,Subtract the objects:,Sottrai gli oggetti:,Sottrarre gli oggetti:,mismatch
e8460b32-b969-418e-aa70-283ae48e6634,prompt,hu,Subtract the objects:,Vond ki a tárgyakat:,Vonjuk ki az objektumokat:,mismatch
e8460b32-b969-418e-aa70-283ae48e6634,prompt,hi,Subtract the objects:,वस्तुओं को घटाएं:,वस्तुओं को घटाएँ:,mismatch
e8460b32-b969-418e-aa70-283ae48e6634,prompt,ja,Subtract the objects:,オブジェクトを引いてください：,オブジェクトを減算します。,mismatch
e8460b32-b969-418e-aa70-283ae48e6634,answer,ko,3,삼,3,mismatch
e8460b32-b969-418e-aa70-283ae48e6634,prompt,mt,Subtract the objects:,Subtract the objects:,Naqqas l-oġġetti:,mismatch
e8460b32-b969-418e-aa70-283ae48e6634,prompt,ko,Subtract the objects:,물체를 빼보세요:,개체 빼기:,mismatch
e8460b32-b969-418e-aa70-283ae48e6634,answer,ja,3,三,3,mismatch
e8460b32-b969-418e-aa70-283ae48e6634,prompt,hr,Subtract the objects:,Oduzmi objekte:,Oduzmite objekte:,mismatch
e8460b32-b969-418e-aa70-283ae48e6634,prompt,sk,Subtract the objects:,Odčítajte objekty:,Odčítajte predmety:,mismatch
e8460b32-b969-418e-aa70-283ae48e6634,prompt,sl,Subtract the objects:,Subtract the objects:,Odštejte predmete:,mismatch
e8460b32-b969-418e-aa70-283ae48e6634,prompt,ro,Subtract the objects:,Scade obiectele:,Scădeți obiectele:,mismatch
e8460b32-b969-418e-aa70-283ae48e6634,prompt,tr,Subtract the objects:,Nesneleri çıkar:,Nesneleri çıkarın:,mismatch
e8460b32-b969-418e-aa70-283ae48e6634,prompt,uk,Subtract the objects:,Відніми об'єкти:,Відніміть предмети:,mismatch
62214614-35f8-4e57-8be2-a8f836a52e1c,answer,ar,4,٤,4,mismatch
62214614-35f8-4e57-8be2-a8f836a52e1c,prompt,ar,Subtract the objects:,اطرح الأشياء:,اطرح الكائنات:,mismatch
62214614-35f8-4e57-8be2-a8f836a52e1c,prompt,et,Subtract the objects:,Lahuta objektid:,Lahutage objektid:,mismatch
62214614-35f8-4e57-8be2-a8f836a52e1c,prompt,ga,Subtract the objects:,Subtract the objects:,Dealaigh na réada:,mismatch
62214614-35f8-4e57-8be2-a8f836a52e1c,prompt,hi,Subtract the objects:,वस्तुओं को घटाएं:,वस्तुओं को घटाएँ:,mismatch
62214614-35f8-4e57-8be2-a8f836a52e1c,answer,hi,4,४,4,mismatch
62214614-35f8-4e57-8be2-a8f836a52e1c,prompt,hr,Subtract the objects:,Oduzmi objekte:,Oduzmite objekte:,mismatch
62214614-35f8-4e57-8be2-a8f836a52e1c,prompt,hu,Subtract the objects:,Vond ki a tárgyakat:,Vonjuk ki az objektumokat:,mismatch
e8460b32-b969-418e-aa70-283ae48e6634,answer,hi,3,३,3,mismatch
62214614-35f8-4e57-8be2-a8f836a52e1c,answer,ja,4,四,4,mismatch
62214614-35f8-4e57-8be2-a8f836a52e1c,prompt,it,Subtract the objects:,Sottrai gli oggetti:,Sottrarre gli oggetti:,mismatch
62214614-35f8-4e57-8be2-a8f836a52e1c,prompt,ko,Subtract the objects:,물체를 빼보세요:,개체 빼기:,mismatch
62214614-35f8-4e57-8be2-a8f836a52e1c,prompt,ja,Subtract the objects:,オブジェクトを引いてください：,オブジェクトを減算します。,mismatch
62214614-35f8-4e57-8be2-a8f836a52e1c,answer,ko,4,사,4,mismatch
62214614-35f8-4e57-8be2-a8f836a52e1c,prompt,mt,Subtract the objects:,Subtract the objects:,Naqqas l-oġġetti:,mismatch
62214614-35f8-4e57-8be2-a8f836a52e1c,prompt,fr,Subtract the objects:,Soustrais les objets :,Soustrayez les objets :,mismatch
62214614-35f8-4e57-8be2-a8f836a52e1c,prompt,ro,Subtract the objects:,Scade obiectele:,Scădeți obiectele:,mismatch
62214614-35f8-4e57-8be2-a8f836a52e1c,prompt,sk,Subtract the objects:,Odčítajte objekty:,Odčítajte predmety:,mismatch
62214614-35f8-4e57-8be2-a8f836a52e1c,prompt,sl,Subtract the objects:,Subtract the objects:,Odštejte predmete:,mismatch
55ec169b-9547-4879-913a-9b0b8e304869,prompt,ar,Subtract the objects:,اطرح الأشياء:,اطرح الكائنات:,mismatch
62214614-35f8-4e57-8be2-a8f836a52e1c,prompt,uk,Subtract the objects:,Відніми об'єкти:,Відніміть предмети:,mismatch
55ec169b-9547-4879-913a-9b0b8e304869,answer,ar,5,٥,5,mismatch
62214614-35f8-4e57-8be2-a8f836a52e1c,prompt,tr,Subtract the objects:,Nesneleri çıkar:,Nesneleri çıkarın:,mismatch
55ec169b-9547-4879-913a-9b0b8e304869,prompt,fr,Subtract the objects:,Soustrais les objets :,Soustrayez les objets :,mismatch
55ec169b-9547-4879-913a-9b0b8e304869,answer,hi,5,५,5,mismatch
55ec169b-9547-4879-913a-9b0b8e304869,prompt,ga,Subtract the objects:,Subtract the objects:,Dealaigh na réada:,mismatch
55ec169b-9547-4879-913a-9b0b8e304869,prompt,hi,Subtract the objects:,वस्तुओं को घटाएं:,वस्तुओं को घटाएँ:,mismatch
55ec169b-9547-4879-913a-9b0b8e304869,prompt,et,Subtract the objects:,Lahuta objektid:,Lahutage objektid:,mismatch
55ec169b-9547-4879-913a-9b0b8e304869,prompt,hr,Subtract the objects:,Oduzmi objekte:,Oduzmite objekte:,mismatch
55ec169b-9547-4879-913a-9b0b8e304869,prompt,it,Subtract the objects:,Sottrai gli oggetti:,Sottrarre gli oggetti:,mismatch
55ec169b-9547-4879-913a-9b0b8e304869,answer,ja,5,五,5,mismatch
55ec169b-9547-4879-913a-9b0b8e304869,prompt,ja,Subtract the objects:,オブジェクトを引いてください：,オブジェクトを減算します。,mismatch
55ec169b-9547-4879-913a-9b0b8e304869,prompt,ko,Subtract the objects:,물체를 빼보세요:,개체 빼기:,mismatch
55ec169b-9547-4879-913a-9b0b8e304869,prompt,hu,Subtract the objects:,Vond ki a tárgyakat:,Vonjuk ki az objektumokat:,mismatch
55ec169b-9547-4879-913a-9b0b8e304869,answer,ko,5,오,5,mismatch
55ec169b-9547-4879-913a-9b0b8e304869,prompt,ro,Subtract the objects:,Scade obiectele:,Scădeți obiectele:,mismatch
55ec169b-9547-4879-913a-9b0b8e304869,prompt,mt,Subtract the objects:,Subtract the objects:,Naqqas l-oġġetti:,mismatch
55ec169b-9547-4879-913a-9b0b8e304869,prompt,tr,Subtract the objects:,Nesneleri çıkar:,Nesneleri çıkarın:,mismatch
55ec169b-9547-4879-913a-9b0b8e304869,prompt,uk,Subtract the objects:,Відніми об'єкти:,Відніміть предмети:,mismatch
47706100-3ce9-41dc-b4dc-1b749c6faa68,answer,ar,6,٦,6,mismatch
47706100-3ce9-41dc-b4dc-1b749c6faa68,prompt,ar,Subtract the objects:,اطرح الأشياء:,اطرح الكائنات:,mismatch
55ec169b-9547-4879-913a-9b0b8e304869,prompt,sk,Subtract the objects:,Odčítajte objekty:,Odčítajte predmety:,mismatch
47706100-3ce9-41dc-b4dc-1b749c6faa68,prompt,et,Subtract the objects:,Lahuta objektid:,Lahutage objektid:,mismatch
55ec169b-9547-4879-913a-9b0b8e304869,prompt,sl,Subtract the objects:,Subtract the objects:,Odštejte predmete:,mismatch
47706100-3ce9-41dc-b4dc-1b749c6faa68,prompt,ga,Subtract the objects:,Subtract the objects:,Dealaigh na réada:,mismatch
47706100-3ce9-41dc-b4dc-1b749c6faa68,answer,hi,6,६,6,mismatch
47706100-3ce9-41dc-b4dc-1b749c6faa68,prompt,fr,Subtract the objects:,Soustrais les objets :,Soustrayez les objets :,mismatch
47706100-3ce9-41dc-b4dc-1b749c6faa68,prompt,hr,Subtract the objects:,Oduzmi objekte:,Oduzmite objekte:,mismatch
47706100-3ce9-41dc-b4dc-1b749c6faa68,prompt,hu,Subtract the objects:,Vond ki a tárgyakat:,Vonjuk ki az objektumokat:,mismatch
47706100-3ce9-41dc-b4dc-1b749c6faa68,answer,ja,6,六,6,mismatch
47706100-3ce9-41dc-b4dc-1b749c6faa68,prompt,it,Subtract the objects:,Sottrai gli oggetti:,Sottrarre gli oggetti:,mismatch
47706100-3ce9-41dc-b4dc-1b749c6faa68,answer,ko,6,육,6,mismatch
47706100-3ce9-41dc-b4dc-1b749c6faa68,prompt,ja,Subtract the objects:,オブジェクトを引いてください：,オブジェクトを減算します。,mismatch
47706100-3ce9-41dc-b4dc-1b749c6faa68,prompt,mt,Subtract the objects:,Subtract the objects:,Naqqas l-oġġetti:,mismatch
47706100-3ce9-41dc-b4dc-1b749c6faa68,prompt,ro,Subtract the objects:,Scade obiectele:,Scădeți obiectele:,mismatch
47706100-3ce9-41dc-b4dc-1b749c6faa68,prompt,sk,Subtract the objects:,Odčítajte objekty:,Odčítajte predmety:,mismatch
47706100-3ce9-41dc-b4dc-1b749c6faa68,prompt,tr,Subtract the objects:,Nesneleri çıkar:,Nesneleri çıkarın:,mismatch
d9b44259-4f14-4122-b357-628bdd23bc73,answer,ar,7,٧,7,mismatch
47706100-3ce9-41dc-b4dc-1b749c6faa68,prompt,uk,Subtract the objects:,Відніми об'єкти:,Відніміть предмети:,mismatch
d9b44259-4f14-4122-b357-628bdd23bc73,prompt,ar,Subtract the objects:,اطرح الأشياء:,اطرح الكائنات:,mismatch
47706100-3ce9-41dc-b4dc-1b749c6faa68,prompt,ko,Subtract the objects:,물체를 빼보세요:,개체 빼기:,mismatch
47706100-3ce9-41dc-b4dc-1b749c6faa68,prompt,sl,Subtract the objects:,Subtract the objects:,Odštejte predmete:,mismatch
47706100-3ce9-41dc-b4dc-1b749c6faa68,prompt,hi,Subtract the objects:,वस्तुओं को घटाएं:,वस्तुओं को घटाएँ:,mismatch
d9b44259-4f14-4122-b357-628bdd23bc73,prompt,et,Subtract the objects:,Lahuta objektid:,Lahutage objektid:,mismatch
d9b44259-4f14-4122-b357-628bdd23bc73,prompt,fr,Subtract the objects:,Soustrais les objets :,Soustrayez les objets :,mismatch
d9b44259-4f14-4122-b357-628bdd23bc73,answer,hi,7,७,7,mismatch
d9b44259-4f14-4122-b357-628bdd23bc73,prompt,hi,Subtract the objects:,वस्तुओं को घटाएं:,वस्तुओं को घटाएँ:,mismatch
d9b44259-4f14-4122-b357-628bdd23bc73,prompt,hu,Subtract the objects:,Vond ki a tárgyakat:,Vonjuk ki az objektumokat:,mismatch
d9b44259-4f14-4122-b357-628bdd23bc73,answer,ja,7,七,7,mismatch
d9b44259-4f14-4122-b357-628bdd23bc73,prompt,ja,Subtract the objects:,オブジェクトを引いてください：,オブジェクトを減算します。,mismatch
d9b44259-4f14-4122-b357-628bdd23bc73,prompt,it,Subtract the objects:,Sottrai gli oggetti:,Sottrarre gli oggetti:,mismatch
d9b44259-4f14-4122-b357-628bdd23bc73,prompt,hr,Subtract the objects:,Oduzmi objekte:,Oduzmite objekte:,mismatch
d9b44259-4f14-4122-b357-628bdd23bc73,prompt,ko,Subtract the objects:,물체를 빼보세요:,개체 빼기:,mismatch
